Date,FUND_TOTAL_ASSETS,FUND_NET_ASSET_VAL,TURNOVER,FUND_FLOW,TOT_RETURN_INDEX_GROSS_DVDS,FundTicker,SectorSheet
2019-03-31,3226.0211,22.35,31363730,-1366.84,22.2,00770,Technology
2019-04-30,850.6419,23.88,34060210,-2565.955,23.86,00770,Technology
2019-05-31,805.0524,22.34,55186300,0,22.53,00770,Technology
2019-06-30,162.8215,23.36,52593000,-664.625,23.31,00770,Technology
2019-07-31,213.4617,23.83,24573890,46.8,24.24,00770,Technology
2019-08-31,669.625,23.53,13729940,453.955,23.56,00770,Technology
2019-09-30,33.9345,23.27,8839120,-637.47,23.57,00770,Technology
2019-10-31,34.6083,23.74,15529190,0,23.81,00770,Technology
2019-11-30,36.0914,24.75,13019900,0,24.73,00770,Technology
2019-12-31,111.9942,25.12,25249640,72.99,25.04,00770,Technology
2020-01-31,216.0269,25.54,11837540,102.24,27.016,00770,Technology
2020-02-29,247.0947,23.63,52301070,45.695,25.2245,00770,Technology
2020-03-31,225.661,21.58,57529500,0,22.4035,00770,Technology
2020-04-30,269.013,24.55,59483630,11.36,25.7393,00770,Technology
2020-05-31,212.1569,26.66,132336600,-67.36,27.0572,00770,Technology
2020-06-30,192.5074,27.67,105812100,-27.38,27.9529,00770,Technology
2020-07-31,173.7125,29.16,107699100,-29.42,29.8782,00770,Technology
2020-08-31,176.2843,32.3,107077500,-16.075,33.4096,00770,Technology
2020-09-30,179.0794,30.06,147275000,14.48,30.5783,00770,Technology
2020-10-31,142.5868,28.76,119370400,-30.395,29.837,00770,Technology
2020-11-30,157.8834,31.84,140949900,0,32.6065,00770,Technology
2020-12-31,145.2589,32.58,77648520,-16.045,33.2758,00770,Technology
2021-01-31,141.456,31.73,74096320,0,33.2761,00770,Technology
2021-02-28,145.4611,32.63,37488600,0,33.422,00770,Technology
2021-03-31,150.4613,33.75,68842100,0,34.6097,00770,Technology
2021-04-30,141.5677,35.77,89861100,-17.785,37.3289,00770,Technology
2021-05-31,136.9035,34.59,112667700,0,35.9953,00770,Technology
2021-06-30,146.4106,36.99,99720040,-1.04,38.6728,00770,Technology
2021-07-31,150.9749,38.14,90189250,0,39.4542,00770,Technology
2021-08-31,155.5444,39.3,97567900,0,41.1732,00770,Technology
2021-09-30,146.1542,36.93,91068290,0,38.8708,00770,Technology
2021-10-31,155.3777,39.26,106030200,0,40.3606,00770,Technology
2021-11-30,158.2359,39.98,104518600,0,42.1942,00770,Technology
2021-12-31,140.349,40.59,132681400,-20.37,42.3609,00770,Technology
2022-01-31,168.1284,32.87,133171200,57.485,36.3557,00770,Technology
2022-02-28,199.1838,33.43,91013840,32.92,35.8614,00770,Technology
2022-03-31,209.808,35.21,131105400,0,39.3872,00770,Technology
2022-04-30,185.5106,31.14,86042740,0,35.6088,00770,Technology
2022-05-31,180.0592,30.22,87741260,0,33.489,00770,Technology
2022-06-30,165.6961,27.81,76926030,0,30.8749,00770,Technology
2022-07-31,188.0079,31.56,76054270,0,34.2688,00770,Technology
2022-08-31,179.5414,30.13,105787300,0,33.5219,00770,Technology
2022-09-30,164.4487,27.6,80233200,0,30.809,00770,Technology
2022-10-31,173.2855,29.08,81347110,0,32.2149,00770,Technology
2022-11-30,176.7467,29.67,77874570,0,31.0616,00770,Technology
2022-12-31,160.6863,26.97,73458320,-1.25,29.6228,00770,Technology
2023-01-31,904.3015,26.63,960953900,779.745,31.7229,00770,Technology
2023-02-28,703.7361,26.6,372532300,-208.435,32.7783,00770,Technology
2023-03-31,615.7003,29.38,350524400,-152.995,34.9741,00770,Technology
2023-04-30,473.6133,29.68,105448900,-144.345,35.5078,00770,Technology
