Date,FUND_TOTAL_ASSETS,FUND_NET_ASSET_VAL,TURNOVER,FUND_FLOW,TOT_RETURN_INDEX_GROSS_DVDS,FundTicker,SectorSheet
2022-02-28,179.877,24.3736,2421139,0.9938,24.5275,PAVE,Industries
2022-03-31,193.7867,25.7353,1826148,3.8603,26.125,PAVE,Industries
2022-04-30,178.4373,23.9513,1385186,-2.2714,24.46,PAVE,Industries
2022-05-31,174.8271,23.4983,3097046,-0.0053,23.3825,PAVE,Industries
2022-06-30,155.928,20.7906,2333542,1.322,20.7625,PAVE,Industries
2022-07-30,130.4673,24.0275,176511.1,-44.5291,23.805,PAVE,Industries
2022-08-31,97.7886,23.3389,5644489,-29.777,23.435,PAVE,Industries
2022-09-30,90.9342,21.0499,529617.8,3.0431,21.46,PAVE,Industries
2022-10-31,99.4887,23.6319,337799.6,-2.4765,23.7125,PAVE,Industries
2022-11-30,107.623,25.5034,788955.7,0.2428,24.9,PAVE,Industries
2022-12-31,114.993,24.3124,561268.5,12.2225,24.3325,PAVE,Industries
2023-01-31,124.8557,26.5665,859102.8,-1.0249,26.1425,PAVE,Industries
2023-02-28,113.0093,26.7811,640981.9,-13.0231,26.9625,PAVE,Industries
2023-03-31,107.0681,25.989,691655.5,-2.4588,25.92,PAVE,Industries
2023-04-29,129.8435,25.3113,31232820,26.3025,25.2675,PAVE,Industries
2023-05-31,156.2673,25.0033,33297090,28.4111,24.935,PAVE,Industries
2023-06-30,181.8623,28.8679,9927528,1.0771,28.84,PAVE,Industries
2023-07-31,195.3906,29.7526,3342762,0.3179,29.7275,PAVE,Industries
2023-08-31,256.2326,29.6346,48236470,58.2696,29.825,PAVE,Industries
2023-09-30,243.1105,27.8918,1076559,1.4422,28.1075,PAVE,Industries
2023-10-31,230.5683,26.4558,3709114,-2.5974,26.445,PAVE,Industries
2023-11-30,252.3683,28.9591,825695.7,-1.7103,28.95,PAVE,Industries
2023-12-30,277.1762,31.8423,1335068,-0.3158,32.01,PAVE,Industries
2024-01-31,205.3183,31.7183,2275322,-69.4494,32.045,PAVE,Industries
2024-02-29,219.7189,34.8652,9105710,-9.1104,34.7725,PAVE,Industries
2024-03-30,217.8405,36.7829,5033391,-12.5202,36.735,PAVE,Industries
2024-04-30,235.8812,34.6195,37599720,34.4344,35.025,PAVE,Industries
