Date,FUND_TOTAL_ASSETS,FUND_NET_ASSET_VAL,TURNOVER,FUND_FLOW,TOT_RETURN_INDEX_GROSS_DVDS,FundTicker,SectorSheet
2019-06-28,70.34766596,82.91,,-0.3505,84.46815917,AKTROHS,Energy
2019-07-31,70.90026044,84.23,,-0.5513,85.812966432,AKTROHS,Energy
2019-08-30,64.36409869,77.67,,-0.8677,79.129681857,AKTROHS,Energy
2019-09-30,65.9472513,80.45,,-0.7058,81.961927454,AKTROHS,Energy
2019-10-31,63.58177938,78.19,,-0.564,79.659454415,AKTROHS,Energy
2019-11-29,66.17904982,82.23,,-0.5723,83.775379672,AKTROHS,Energy
2019-12-31,68.54079586,86.43,,-0.9372,88.054311869,AKTROHS,Energy
2020-01-31,63.58306274,81.7,,-1.7946,83.23541918,AKTROHS,Energy
2020-02-28,53.48695046,70.5,,-1.1748,71.824933319,AKTROHS,Energy
2020-03-31,38.04821293,50.73,,-0.5578,51.683388188,AKTROHS,Energy
2020-04-30,53.2860505,70.84,,0.1134,72.171323069,AKTROHS,Energy
2020-05-29,51.83370593,69.41,,-0.3892,70.714448535,AKTROHS,Energy
2020-06-30,53.06470215,71.67,,-0.4708,73.016921574,AKTROHS,Energy
2020-07-31,54.25441833,73.7,,-0.2383,75.085072137,AKTROHS,Energy
2020-08-31,56.17434391,76.77,,-0.3493,78.212767814,AKTROHS,Energy
2020-09-30,51.55959086,70.14,,0.2697,71.458167702,AKTROHS,Energy
2020-10-30,51.47556575,70.66,,-0.465,71.98794026,AKTROHS,Energy
2020-11-30,62.84561124,87.08,,-0.5388,88.716527567,AKTROHS,Energy
2020-12-31,63.37307118,89.06,,-0.9492,90.73373846,AKTROHS,Energy
2021-01-29,64.98242666,93.3,,-1.4723,95.053422393,AKTROHS,Energy
2021-02-26,71.98435516,105.28,,-1.2592,107.25856709,AKTROHS,Energy
2021-03-31,77.02099219,111.72,,0.512,113.81959646,AKTROHS,Energy
2021-04-30,78.99827709,114.79,,-0.0686,116.947292138,AKTROHS,Energy
2021-05-31,82.89209419,120.76,,0.4995,123.029488619,AKTROHS,Energy
2021-06-30,81.17888001,118.2,,-0.0265,120.421377565,AKTROHS,Energy
2021-07-30,78.93432864,116.45,,-0.9946,118.638489149,AKTROHS,Energy
2021-08-31,77.28419813,113.53,,0.3439,115.663612479,AKTROHS,Energy
2021-09-30,79.33663557,117.76,,-0.7652,119.973108478,AKTROHS,Energy
2021-10-29,84.60943643,125.01,,0.279,127.359360486,AKTROHS,Energy
2021-11-30,82.62429013,122.46,,-0.2672,124.761437366,AKTROHS,Energy
2021-12-31,86.51803821,127.9,,0.1919,130.303673355,AKTROHS,Energy
2022-01-31,94.75101316,139.32,,0.3629,141.938293759,AKTROHS,Energy
2022-02-28,108.31431442,150.72,,3.2867,153.552538296,AKTROHS,Energy
